Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
TALO,"Talos Energy, Inc.",13.83,$749.54M,2018,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/talo
EFC,Ellington Financial Inc.,17.03,$748.26M,2010,Finance,Real Estate,https://old.nasdaq.com/symbol/efc
RAD,Rite Aid Corporation,13.51,$740.6M,n/a,Health Care,Medical/Nursing Services,https://old.nasdaq.com/symbol/rad
MO,Altria Group,40.3,$74.89B,n/a,Consumer Non-Durables,Farming/Seeds/Milling,https://old.nasdaq.com/symbol/mo
QES,Quintana Energy Services Inc.,2.23,$74.6M,2018,Energy,Oilfield Services/Equipment,https://old.nasdaq.com/symbol/qes
SNE,Sony Corp Ord,60.89,$74.64B,n/a,Consumer Non-Durables,Consumer Electronics/Appliances,https://old.nasdaq.com/symbol/sne
ARCH,"Arch Coal, Inc.",48.79,$738.27M,2016,Energy,Coal Mining,https://old.nasdaq.com/symbol/arch
CIR,"CIRCOR International, Inc.",36.87,$734.09M,n/a,Capital Goods,Metal Fabrications,https://old.nasdaq.com/symbol/cir
LBRT,Liberty Oilfield Services Inc.,6.52,$733.66M,2018,Energy,Oilfield Services/Equipment,https://old.nasdaq.com/symbol/lbrt
RES,"RPC, Inc.",3.41,$731.44M,n/a,Energy,Oilfield Services/Equipment,https://old.nasdaq.com/symbol/res
UVE,UNIVERSAL INSURANCE HOLDINGS INC,21.99,$730.32M,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/uve
BLK,"BlackRock, Inc.",475.82,$73.85B,1999,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/blk
LUB,"Luby&#39;s, Inc.",2.38,$73.07M,n/a,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/lub
CKH,"SEACOR Holdings, Inc.",36.15,$729.48M,n/a,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/ckh
TEN,Tenneco Inc.,9.01,$729.16M,n/a,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/ten
CLS,"Celestica, Inc.",6.6,$727.27M,1998,Technology,Electrical Products,https://old.nasdaq.com/symbol/cls
BLX,"Banco Latinoamericano de Comercio Exterior, S.A.",18.26,$723.13M,1992,Finance,Commercial Banks,https://old.nasdaq.com/symbol/blx
CAAP,Corporacion America Airports SA,4.51,$721.7M,2018,Transportation,Aerospace,https://old.nasdaq.com/symbol/caap
CMO,Capstead Mortgage Corporation,7.5,$721.45M,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/cmo
SYK,Stryker Corporation,194.85,$72.99B,n/a,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/syk
PTR,PetroChina Company Limited,39.72,$72.7B,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/ptr
USB,U.S. Bancorp,47.52,$72.35B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/usb
TJX,"TJX Companies, Inc. (The)",60.12,$72.34B,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,https://old.nasdaq.com/symbol/tjx
AKS,AK Steel Holding Corporation,2.27,$719.38M,n/a,Basic Industries,Steel/Iron Ore,https://old.nasdaq.com/symbol/aks
CPF,CPB Inc.,25.03,$714.13M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/cpf
SA,"Seabridge Gold, Inc.",11.21,$711.88M,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/sa
KDMN,"Kadmon Holdings, Inc.",4.46,$711.78M,2016,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/kdmn
GS,"Goldman Sachs Group, Inc. (The)",205.69,$71.1B,1999,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/gs
LOMA,Loma Negra Compania Industrial Argentina Sociedad Anonima,5.93,$706.86M,2017,Capital Goods,Building Materials,https://old.nasdaq.com/symbol/loma
SWN,Southwestern Energy Company,1.3,$703.69M,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/swn
SPAQ,Spartan Energy Acquisition Corp,10.19,$703.11M,2018,Finance,Business Services,https://old.nasdaq.com/symbol/spaq
MRC,MRC Global Inc.,8.61,$700.93M,2012,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/mrc
AQN,Algonquin Power & Utilities Corp.,15.25,$7.99B,2016,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/aqn
KRC,Kilroy Realty Corporation,74.67,$7.93B,1997,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/krc
RNR,RenaissanceRe Holdings Ltd.,179.35,$7.92B,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/rnr
BHC,Bausch Health Companies Inc.,22.52,$7.88B,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/bhc
CF,"CF Industries Holdings, Inc.",36.13,$7.81B,2005,Basic Industries,Agricultural Chemicals,https://old.nasdaq.com/symbol/cf
H,Hyatt Hotels Corporation,76.82,$7.78B,2009,Consumer Services,Hotels/Resorts,https://old.nasdaq.com/symbol/h
UGI,UGI Corporation,37.19,$7.76B,n/a,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/ugi
CRL,"Charles River Laboratories International, Inc.",158.39,$7.75B,2000,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://old.nasdaq.com/symbol/crl
AMH,American Homes 4 Rent,25.68,$7.72B,2013,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/amh
SSL,Sasol Ltd.,12.2,$7.71B,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/ssl
HUBS,"HubSpot, Inc.",175.66,$7.6B,2014,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/hubs
ATH,Athene Holding Ltd.,43.13,$7.67B,2016,Finance,Life Insurance,https://old.nasdaq.com/symbol/ath
KIM,Kimco Realty Corporation,17.68,$7.63B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/kim
AIZ,"Assurant, Inc.",126.89,$7.59B,2004,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/aiz
G,Genpact Limited,39.77,$7.55B,2007,Consumer Services,Professional Services,https://old.nasdaq.com/symbol/g
MOH,Molina Healthcare Inc,124.18,$7.55B,2003,Health Care,Medical Specialities,https://old.nasdaq.com/symbol/moh
USFD,US Foods Holding Corp.,34.24,$7.53B,2016,Consumer Non-Durables,Food Distributors,https://old.nasdaq.com/symbol/usfd
CMA,Comerica Incorporated,53.21,$7.52B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/cma
TRGP,"Targa Resources, Inc.",32.27,$7.52B,2010,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/trgp
NCLH,Norwegian Cruise Line Holdings Ltd.,34.74,$7.4B,n/a,Consumer Services,Marine Transportation,https://old.nasdaq.com/symbol/nclh
RL,Ralph Lauren Corporation,101.61,$7.49B,1997,Consumer Non-Durables,Apparel,https://old.nasdaq.com/symbol/rl
JLL,Jones Lang LaSalle Incorporated,144.98,$7.47B,n/a,Finance,Real Estate,https://old.nasdaq.com/symbol/jll
EHC,Encompass Health Corporation,75.12,$7.41B,n/a,Health Care,Hospital/Nursing Management,https://old.nasdaq.com/symbol/ehc
VOYA,"Voya Financial, Inc.",55.2,$7.3B,2013,Finance,Life Insurance,https://old.nasdaq.com/symbol/voya
AIV,Apartment Investment and Management Company,49.53,$7.38B,1994,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/aiv
COTY,Coty Inc.,9.67,$7.35B,2013,Consumer Non-Durables,Package Goods/Cosmetics,https://old.nasdaq.com/symbol/coty
ACM,AECOM,46.11,$7.31B,2007,Consumer Services,Military/Government/Technical,https://old.nasdaq.com/symbol/acm
SQM,Sociedad Quimica y Minera S.A.,27.68,$7.29B,1993,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://old.nasdaq.com/symbol/sqm
CAE,CAE Inc,27.38,$7.28B,n/a,Miscellaneous,Industrial Machinery/Components,https://old.nasdaq.com/symbol/cae
NOV,"National Oilwell Varco, Inc.",18.82,$7.26B,n/a,Energy,Metal Fabrications,https://old.nasdaq.com/symbol/nov
HUBB,Hubbell Inc,132.77,$7.23B,2015,Capital Goods,Electrical Products,https://old.nasdaq.com/symbol/hubb
JNPR,"Juniper Networks, Inc.",21.74,$7.19B,1999,Technology,Computer Communications Equipment,https://old.nasdaq.com/symbol/jnpr
XRX,Xerox Holdings Corporation,33.83,$7.19B,n/a,Technology,Computer peripheral equipment,https://old.nasdaq.com/symbol/xrx
CEA,China Eastern Airlines Corporation Ltd.,21.82,$7.15B,1997,Transportation,Air Freight/Delivery Services,https://old.nasdaq.com/symbol/cea
CHE,Chemed Corp.,440.42,$7.05B,n/a,Health Care,Medical/Nursing Services,https://old.nasdaq.com/symbol/che
PRGO,Perrigo Company,51.82,$7.05B,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/prgo
AEG,Aegon NV,3.5,$7.03B,n/a,Finance,Life Insurance,https://old.nasdaq.com/symbol/aeg
POST,"Post Holdings, Inc.",100.6,$7.03B,2012,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/post
XPO,"XPO Logistics, Inc.",76.01,$7.02B,n/a,Consumer Services,Transportation Services,https://old.nasdaq.com/symbol/xpo
AXTA,Axalta Coating Systems Ltd.,25.53,$6B,2014,Basic Industries,Paints/Coatings,https://old.nasdaq.com/symbol/axta
CIEN,Ciena Corporation,38.97,$6B,1997,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/cien
DVN,Devon Energy Corporation,15.67,$6B,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/dvn
UBP,Urstadt Biddle Properties Inc.,17.3719,$695.95M,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/ubp
AXL,"American Axle & Manufacturing Holdings, Inc.",6.17,$694.4M,n/a,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/axl
RRC,Range Resources Corporation,2.75,$691.42M,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/rrc
DUK,Duke Energy Corporation,94.99,$69.66B,n/a,Public Utilities,Power Generation,https://old.nasdaq.com/symbol/duk
MS,Morgan Stanley,45.41,$69.59B,n/a,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/ms
SM,SM Energy Company,6.09,$688.1M,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/sm
BY,"Byline Bancorp, Inc.",17.82,$681.73M,2017,Finance,Major Banks,https://old.nasdaq.com/symbol/by
SOL,Renesola Ltd.,1.43,$68.79M,2008,Technology,Semiconductors,https://old.nasdaq.com/symbol/sol
NEW,Puxin Limited,7.81,$679.3M,2018,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/new
MTL,Mechel PAO,2.72,$679.35M,2004,Basic Industries,Steel/Iron Ore,https://old.nasdaq.com/symbol/mtl
RESI,Front Yard Residential Corporation,12.56,$676.88M,n/a,Finance,Real Estate,https://old.nasdaq.com/symbol/resi
CLDT,Chatham Lodging Trust (REIT),14.33,$672.43M,2010,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/cldt
MBI,"MBIA, Inc.",8.37,$670.03M,1987,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/mbi
CB,Chubb Limited,150.11,$67.85B,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/cb
ITUB,Itau Unibanco Banco Holding SA,6.95,$67.73B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/itub
CI,Cigna Corporation,181.93,$67.56B,n/a,Health Care,Medical Specialities,https://old.nasdaq.com/symbol/ci
D,"Dominion Energy, Inc.",81.28,$67.38B,n/a,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/d
RCUS,"Arcus Biosciences, Inc.",14.42,$661.29M,2018,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/rcus
RLH,Red Lion Hotels Corporation,2.64,$66.39M,n/a,Consumer Services,Hotels/Resorts,https://old.nasdaq.com/symbol/rlh
SO,Southern Company (The),62.88,$66.29B,n/a,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/so
LFC,China Life Insurance Company Limited,11.68,$66.03B,2003,Finance,Life Insurance,https://old.nasdaq.com/symbol/lfc
FBM,"Foundation Building Materials, Inc.",15.33,$659.42M,2017,Consumer Services,RETAIL: Building Materials,https://old.nasdaq.com/symbol/fbm
CIO,"City Office REIT, Inc.",12.08,$658.93M,2014,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/cio
BDX,"Becton, Dickinson and Company",242.69,$65.81B,n/a,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/bdx
EL,"Estee Lauder Companies, Inc. (The)",182.28,$65.54B,1995,Consumer Non-Durables,Package Goods/Cosmetics,https://old.nasdaq.com/symbol/el
SPGI,S&P Global Inc.,267.15,$65.13B,n/a,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/spgi
VOC,VOC Energy Trust,3.83,$65.11M,2011,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/voc
ANTM,"Anthem, Inc.",257.86,$65.07B,n/a,Health Care,Medical Specialities,https://old.nasdaq.com/symbol/antm
AGX,"Argan, Inc.",41.48,$648.47M,n/a,Basic Industries,Engineering & Construction,https://old.nasdaq.com/symbol/agx
GLT,Glatfelter,14.64,$646.67M,n/a,Basic Industries,Paper,https://old.nasdaq.com/symbol/glt
CUBI,"Customers Bancorp, Inc",20.6,$645.2M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/cubi
WTTR,"Select Energy Services, Inc.",6.24,$644.46M,2017,Energy,Oilfield Services/Equipment,https://old.nasdaq.com/symbol/wttr
ENVA,"Enova International, Inc.",19.54,$644.33M,2014,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/enva
BNS,Bank of Nova Scotia (The),53.41,$64.79B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/bns
BX,The Blackstone Group Inc.,53.29,$64.54B,2007,Finance,Investment Managers,https://old.nasdaq.com/symbol/bx
SUP,"Superior Industries International, Inc.",2.55,$64.08M,n/a,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/sup
PLD,"Prologis, Inc.",86.71,$64.06B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/pld
SRI,"Stoneridge, Inc.",23.3,$638.49M,1997,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/sri
AMC,"AMC Entertainment Holdings, Inc.",6.09,$632.45M,2013,Consumer Services,Movies/Entertainment,https://old.nasdaq.com/symbol/amc
CAPL,CrossAmerica Partners LP,17.05,$630.66M,2012,Energy,Oil Refining/Marketing,https://old.nasdaq.com/symbol/capl
BAM,Brookfield Asset Management Inc,60.82,$63.83B,n/a,Consumer Services,Building operators,https://old.nasdaq.com/symbol/bam
TFC,Truist Financial Corporation,47.55,$63.82B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/tfc
ARC,"ARC Document Solutions, Inc.",1.39,$63.78M,2004,Consumer Services,Professional Services,https://old.nasdaq.com/symbol/arc
ZTS,Zoetis Inc.,133.95,$63.62B,2013,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/zts
BSBR,Banco Santander Brasil SA,8.5,$63.45B,2009,Finance,Commercial Banks,https://old.nasdaq.com/symbol/bsbr
DLNG,Dynagas LNG Partners LP,1.78,$63.17M,n/a,Consumer Services,Marine Transportation,https://old.nasdaq.com/symbol/dlng
QD,Qudian Inc.,2.48,$627.67M,2017,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/qd
CBB,Cincinnati Bell Inc,12.32,$622.53M,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/cbb
THR,"Thermon Group Holdings, Inc.",18.86,$620.21M,2011,Energy,Industrial Machinery/Components,https://old.nasdaq.com/symbol/thr
SNP,China Petroleum & Chemical Corporation,51.58,$62.45B,n/a,Energy,Integrated oil Companies,https://old.nasdaq.com/symbol/snp
AGN,Allergan plc.,189.52,$62.35B,2013,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/agn
MUFG,Mitsubishi UFJ Financial Group Inc,4.85,$62.28B,n/a,Finance,Commercial Banks,https://old.nasdaq.com/symbol/mufg
JMP,JMP Group LLC,3.18,$62.04M,2007,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/jmp
NBR,Nabors Industries Ltd.,1.68,$616.78M,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/nbr
GMRE,Global Medical REIT Inc.,14.21,$615.61M,2016,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/gmre
UMH,"UMH Properties, Inc.",14.95,$610.75M,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/umh
CCI,Crown Castle International Corporation,148.4,$61.7B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/cci
BCRH,Blue Capital Reinsurance Holdings Ltd.,6.98,$61.25M,2013,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/bcrh
CNI,Canadian National Railway Company,85.56,$61.1B,n/a,Transportation,Railroads,https://old.nasdaq.com/symbol/cni
TPC,Tutor Perini Corporation,12.07,$606.87M,n/a,Basic Industries,General Bldg Contractors - Nonresidential Bldgs,https://old.nasdaq.com/symbol/tpc
HBM,Hudbay Minerals Inc.,2.32,$606.15M,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/hbm
GLP,Global Partners LP,17.82,$605.8M,2005,Energy,Oil Refining/Marketing,https://old.nasdaq.com/symbol/glp
PROS,"ProSight Global, Inc.",14.05,$604.97M,2019,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/pros
NPK,"National Presto Industries, Inc.",86.24,$603.91M,n/a,Capital Goods,Ordnance And Accessories,https://old.nasdaq.com/symbol/npk
KRP,Kimbell Royalty Partners,11.15,$602.95M,2017,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/krp
VEC,"Vectrus, Inc.",52.35,$602.5M,2014,Consumer Services,Diversified Commercial Services,https://old.nasdaq.com/symbol/vec
VAL,Valaris plc,3.05,$601.86M,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/val
CYH,"Community Health Systems, Inc.",5.1,$601.07M,2000,Health Care,Hospital/Nursing Management,https://old.nasdaq.com/symbol/cyh
CCH,Collier Creek Holdings,10.75,$600.66M,2018,Finance,Business Services,https://old.nasdaq.com/symbol/cch
NOW,"ServiceNow, Inc.",320.1,$60.75B,2012,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/now
SAN,"Banco Santander, S.A.",3.65,$60.66B,n/a,Finance,Commercial Banks,https://old.nasdaq.com/symbol/san
TTM,Tata Motors Ltd,9.72,$6.99B,n/a,Capital Goods,Auto Manufacturing,https://old.nasdaq.com/symbol/ttm
RDY,Dr. Reddy&#39;s Laboratories Ltd,42.09,$6.98B,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/rdy
RS,Reliance Steel & Aluminum Co.,104.49,$6.96B,1994,Basic Industries,Metal Fabrications,https://old.nasdaq.com/symbol/rs
WBC,Wabco Holdings Inc.,135.11,$6.93B,n/a,Capital Goods,Auto Manufacturing,https://old.nasdaq.com/symbol/wbc
LEVI,Levi Strauss & Co,17.53,$6.91B,2019,Consumer Non-Durables,Apparel,https://old.nasdaq.com/symbol/levi
GDI,"Gardner Denver Holdings, Inc.",33.61,$6.89B,2017,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/gdi
CCC,Clarivate Analytics Plc,20.54,$6.87B,2019,Technology,EDP Services,https://old.nasdaq.com/symbol/ccc
DEI,"Douglas Emmett, Inc.",39.19,$6.87B,2006,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/dei
AER,Aercap Holdings N.V.,52.14,$6.86B,2006,Technology,Diversified Commercial Services,https://old.nasdaq.com/symbol/aer
FTI,TechnipFMC plc,15.3,$6.84B,n/a,Energy,Metal Fabrications,https://old.nasdaq.com/symbol/fti
HTA,"Healthcare Trust of America, Inc.",31.41,$6.81B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/hta
KGC,Kinross Gold Corporation,5.34,$6.7B,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/kgc
BG,Bunge Limited,47.85,$6.79B,2001,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/bg
WLK,Westlake Chemical Corporation,52.39,$6.73B,2004,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/wlk
DLB,Dolby Laboratories,66.44,$6.71B,2005,Miscellaneous,Multi-Sector Companies,https://old.nasdaq.com/symbol/dlb
NET,"Cloudflare, Inc.",21.94,$6.6B,2019,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/net
LEA,Lear Corporation,110.42,$6.68B,n/a,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/lea
FAF,First American Corporation (The),59.33,$6.67B,n/a,Finance,Specialty Insurers,https://old.nasdaq.com/symbol/faf
PNR,Pentair plc.,39.61,$6.67B,n/a,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/pnr
HRC,Hill-Rom Holdings Inc,99.22,$6.65B,n/a,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/hrc
NRZ,New Residential Investment Corp.,15.98,$6.64B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/nrz
INXN,InterXion Holding N.V.,86.3,$6.63B,2011,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/inxn
IVZ,Invesco Plc,14.6,$6.63B,n/a,Finance,Investment Managers,https://old.nasdaq.com/symbol/ivz
